ord_id,ord_date,ord_tax_loc,order_tot,ord_ship_add,ord_ship_date,ord_track_num,prod_id,warehouse_id,cus_id
1205837,2003-12-01,5 ,4982.82,false,2003-12-04,PAC5538077-3    ,59,3,627
5117750,2000-09-17,19,3232.52,true,2000-09-24,PAC7970656-0    ,26,1,628
6735437,2015-04-28,16,5671.67,true,2015-05-04,PAC2143936-0    ,48,1,629
3907399,2001-12-06,14,4982,false,2001-12-13,PAC5912920-3    ,11,3,630
3444992,2012-01-24,21,7699.99,true,2012-02-02,PAC4304115-3    ,15,1,631
1206359,2004-02-03,23,4706.93,true,2004-02-06,PAC6842726-3    ,23,3,632
5454867,2007-11-15,14,4768.94,false,2007-11-24,PAC999008-1     ,32,2,633
2774446,2007-12-19,23,6842.65,false,2007-12-26,PAC3077411-1    ,44,2,634
7265969,2011-08-04,25,6148,false,2011-08-13,PAC9357050-3    ,13,3,635
4463150,2013-11-04,28,2341.94,false,2013-11-13,PAC9164642-0    ,57,2,636
3577440,2017-10-14,25,1961,false,2017-10-14,PAC7549852-2    ,63,3,637
2533036,2011-06-20,2 ,4627.9,true,2011-06-20,PAC4985774-1    ,31,2,638
3953637,2012-02-02,2 ,2744.56,false,2012-02-09,PAC2085498-1    ,52,1,639
6946114,2013-11-01,9 ,5718.96,true,2013-11-06,PAC1776933-0    ,3,1,640
2784505,2000-05-11,19,2952.95,false,2000-05-12,PAC4874363-3    ,9,1,641
3763197,2009-06-15,2 ,5591.03,false,2009-06-24,PAC2751477-1    ,48,3,642
7349340,2019-07-18,17,3720.31,true,2019-07-25,PAC5882324-3    ,5,2,643
1971410,2007-07-07,8 ,4238.94,true,2007-07-09,PAC1185662-2    ,20,2,644
6271213,2009-10-03,25,6615.45,false,2009-10-10,PAC3158898-0    ,62,3,645
2066470,2003-02-20,7 ,4504.99,true,2003-03-01,PAC1166599-1    ,56,3,646
5026658,2007-12-08,26,3983.25,false,2007-12-18,PAC1932527-3    ,67,2,647
2640390,2013-07-13,23,6842.65,true,2013-07-20,PAC4467869-0    ,44,3,648
3810252,2001-05-20,17,4273.93,true,2001-05-29,PAC2076360-2    ,35,2,649
2358499,2015-11-01,29,4026.94,false,2015-11-01,PAC4534036-3    ,29,3,650
4610926,2008-05-07,18,3560.45,false,2008-05-14,PAC4014291-2    ,66,1,651
5884847,2010-09-14,23,4971.21,false,2010-09-21,PAC1125336-0    ,59,2,652
5644109,2012-01-15,29,4238.94,false,2012-01-19,PAC169204-0     ,35,1,653
6153273,2017-10-03,16,4640.95,true,2017-10-10,PAC4716873-3    ,38,3,654
4952286,2012-06-24,12,4279.99,true,2012-06-25,PAC1385143-1    ,28,1,655
1252070,2016-04-12,11,4452,true,2016-04-16,PAC3416541-3    ,18,3,656
3072196,2017-04-13,4 ,3861,true,2017-04-15,PAC6584328-2    ,64,2,657
3992337,2008-10-29,1 ,5800,false,2008-11-04,PAC8522205-3    ,13,2,658
5415527,2018-07-06,7 ,2799,true,2018-07-13,PAC7927509-1    ,9,3,659
2630071,2014-06-21,5 ,4558.13,true,2014-06-24,PAC5425874-1    ,19,1,660
3869814,2006-07-22,16,4752.76,false,2006-07-22,PAC5569245-1    ,56,1,661
5783792,2005-04-08,3 ,3675.93,true,2005-04-11,PAC1369694-0    ,5,3,662
6960612,2003-11-20,9 ,4678.96,false,2003-11-20,PAC6438870-3    ,32,1,663
4937479,2002-03-15,6 ,4050.86,false,2002-03-19,PAC6930210-0    ,4,1,736
4065119,2010-03-20,15,4177.99,false,2010-03-26,PAC1415332-2    ,28,1,664
6085831,2017-11-06,16,5918.54,false,2017-11-07,PAC3327267-1    ,50,3,665
4414431,2002-01-28,16,5801.45,false,2002-02-02,PAC3837409-0    ,3,3,666
3864544,2012-06-29,3 ,3558.72,false,2012-07-07,PAC7625523-3    ,36,2,667
6285551,2016-08-23,3 ,4539.74,false,2016-08-26,PAC9561570-3    ,41,3,668
6063602,2008-02-06,5 ,6326.68,true,2008-02-09,PAC9763718-1    ,34,1,669
6356161,2004-02-06,16,5122.01,false,2004-02-07,PAC8805044-1    ,33,3,670
5373267,2003-11-17,30,4179.75,false,2003-11-18,PAC7388953-1    ,47,1,671
1273816,2008-01-15,4 ,8258.24,false,2008-01-25,PAC500639-2     ,15,3,672
1994185,2000-02-13,15,4594.76,true,2000-02-13,PAC9403213-1    ,38,2,673
6803004,2005-11-10,26,6794.27,true,2005-11-12,PAC2290515-3    ,8,1,674
3828345,2015-04-21,21,4199,false,2015-04-25,PAC3033238-3    ,61,2,675
5136786,2011-09-13,23,5006.53,false,2011-09-14,PAC3989529-0    ,49,3,676
2532806,2000-07-26,23,6002.69,true,2000-08-03,PAC8635394-3    ,50,2,677
7219644,2008-04-18,9 ,5720,true,2008-04-27,PAC3797082-3    ,12,2,678
4661003,2015-04-21,10,4934.8,false,2015-04-23,PAC5100264-1    ,45,1,679
2237269,2002-12-25,24,5830,false,2002-12-28,PAC4809064-2    ,12,1,680
1218048,2000-07-05,3 ,7813.34,true,2000-07-07,PAC4236523-3    ,22,2,681
5448154,2017-01-20,15,4699.21,false,2017-01-26,PAC78124-0      ,32,2,682
2419545,2012-10-30,28,4526.25,false,2012-11-03,PAC6888763-1    ,19,3,683
4531520,2006-05-09,29,3689.85,false,2006-05-16,PAC3897120-0    ,5,1,684
2626295,2007-12-20,10,6134.96,false,2007-12-21,PAC2863525-3    ,34,3,685
4542285,2012-12-24,7 ,6395,true,2012-12-24,PAC5896652-1    ,44,2,686
4214996,2005-05-06,24,6252.94,false,2005-05-10,PAC8772908-1    ,1,2,687
3712934,2012-03-10,6 ,4274.2,false,2012-03-14,PAC3391958-3    ,47,3,688
3524585,2009-09-28,20,5017.84,false,2009-10-08,PAC4747590-0    ,45,1,689
1361232,2017-12-02,17,4487.68,false,2017-12-08,PAC9618779-0    ,40,3,690
4317568,2013-01-19,5 ,6016.71,true,2013-01-26,PAC9920764-1    ,50,3,691
1819286,2000-02-29,9 ,3534.96,true,2000-03-08,PAC5064761-0    ,66,2,692
5851780,2000-10-05,17,3429.7,false,2000-10-07,PAC3254932-2    ,55,3,693
5735100,2001-10-02,8 ,4026.94,false,2001-10-06,PAC7212179-0    ,67,3,694
4753063,2003-04-24,7 ,4200,true,2003-04-24,PAC7417483-2    ,18,1,695
7376150,2019-01-20,15,5071.04,true,2019-01-27,PAC510215-1     ,33,3,696
2361698,2015-08-17,21,7399,true,2015-08-24,PAC5328212-1    ,22,3,697
6837701,2011-03-14,26,4192.95,false,2011-03-24,PAC4014338-0    ,68,1,698
4132573,2015-12-29,23,6002.69,true,2016-01-02,PAC2596479-1    ,50,1,699
1849078,2002-12-17,7 ,3500,false,2002-12-19,PAC9556358-2    ,2,2,700
6365275,2001-05-25,16,4431,true,2001-06-03,PAC137708-1     ,18,3,701
4130135,2002-10-01,11,7842.94,false,2002-10-04,PAC9863206-3    ,22,1,702
2217655,2002-02-22,4 ,2091.36,false,2002-02-28,PAC9006143-3    ,6,3,703
7091336,2001-07-20,10,4574.96,true,2001-07-27,PAC9658704-1    ,23,3,704
3762348,2010-07-18,1 ,4199,false,2010-07-18,PAC2170455-2    ,61,1,705
4015460,2019-06-09,2 ,3337.44,true,2019-06-09,PAC7505069-0    ,55,1,706
7223848,2018-07-13,1 ,5656.41,true,2018-07-22,PAC5830965-3    ,54,3,707
6810609,2019-05-05,10,5049.19,false,2019-05-07,PAC830502-3     ,33,3,708
1588061,2000-09-16,20,8460,false,2000-09-24,PAC9343450-3    ,14,2,709
3015647,2019-03-17,13,6175.94,false,2019-03-21,PAC4349549-3    ,21,2,710
5424969,2018-12-24,2 ,3888.56,true,2019-01-01,PAC179770-0     ,58,3,711
6170271,2005-08-04,16,7805.95,true,2005-08-06,PAC2854108-0    ,24,3,712
2747613,2019-03-07,30,3950.96,false,2019-03-17,PAC820955-3     ,67,3,713
1432373,2005-04-12,29,4450.94,true,2005-04-21,PAC817131-3     ,40,1,714
4449585,2019-04-12,8 ,4982,false,2019-04-15,PAC167907-0     ,11,3,715
1301608,2007-02-03,23,6311.93,false,2007-02-10,PAC7192284-2    ,34,3,716
1636048,2016-06-27,7 ,3999,false,2016-07-03,PAC270682-1     ,60,3,717
2026761,2011-01-20,20,4651.94,true,2011-01-25,PAC6072579-1    ,38,2,718
3801334,2014-07-01,24,4238.94,false,2014-07-11,PAC2810285-2    ,35,2,719
6485851,2016-09-25,20,4948.04,true,2016-10-02,PAC3415391-0    ,49,2,720
6184589,2003-04-08,12,3433.72,true,2003-04-09,PAC843407-3     ,55,2,721
1957780,2010-05-14,10,4397.11,true,2010-05-15,PAC3332873-0    ,27,3,722
1529016,2009-08-30,29,4238.94,false,2009-09-04,PAC7588686-1    ,68,2,723
3280171,2006-09-09,16,4240.03,false,2006-09-12,PAC3243562-1    ,47,1,724
1448917,2019-11-15,9 ,3326.96,true,2019-11-24,PAC7444490-2    ,43,3,725
7008254,2009-12-24,26,4192.95,false,2009-12-28,PAC7463607-0    ,60,1,726
2382046,2019-11-02,6 ,4784.69,false,2019-11-04,PAC1276602-2    ,32,1,727
5833265,2003-11-07,15,5744.75,true,2003-11-15,PAC2207086-2    ,12,3,728
2421693,2000-11-19,17,4487.68,false,2000-11-22,PAC2277224-1    ,61,3,729
7291719,2003-12-04,26,4213.91,true,2003-12-07,PAC7908141-3    ,47,3,730
5817976,2017-02-17,3 ,8131.19,true,2017-02-23,PAC3460622-0    ,15,2,731
2592405,2009-12-28,7 ,7399,false,2010-01-04,PAC4924319-0    ,24,3,732
2052365,2019-05-10,2 ,3950.96,false,2019-05-11,PAC1070751-0    ,29,1,733
7335283,2007-05-08,13,5856.44,true,2007-05-17,PAC5585283-3    ,3,2,734
6233251,2015-04-04,23,4278.93,true,2015-04-08,PAC4787996-3    ,35,3,735
6223785,2016-12-15,22,5499,false,2016-12-18,PAC9990676-3    ,3,2,737
3767062,2015-04-05,9 ,4158.96,false,2015-04-05,PAC5723007-2    ,60,3,738
4786798,2013-07-03,19,2784.15,true,2013-07-09,PAC5646079-1    ,52,2,739
3363951,2014-12-23,9 ,4470.96,true,2014-12-26,PAC1983291-0    ,41,2,740
6466943,2016-03-30,2 ,6032,false,2016-03-31,PAC8506819-1    ,13,3,741
6537135,2007-11-13,6 ,4791.06,true,2007-11-23,PAC1088733-1    ,56,3,742
6712478,2008-11-08,30,4678.96,true,2008-11-14,PAC5911675-2    ,32,1,743
6193643,2015-05-25,7 ,3209.08,true,2015-05-25,PAC1384633-0    ,55,2,744
4176165,2017-08-26,3 ,7813.34,true,2017-08-31,PAC6404268-0    ,24,2,745
7147695,2006-08-04,3 ,4750.94,true,2006-08-13,PAC9993511-0    ,32,1,746
4340138,2015-09-29,28,4471.94,true,2015-10-05,PAC8124266-1    ,40,3,747
4782325,2008-10-28,5 ,4288.93,true,2008-11-03,PAC4047101-2    ,60,3,748
4791962,2004-03-05,8 ,4238.94,false,2004-03-15,PAC4669104-2    ,35,3,749
4839789,2005-11-22,19,2319.95,false,2005-11-25,PAC647787-0     ,57,2,750
2049307,2000-11-06,30,2910.96,false,2000-11-06,PAC8442643-2    ,9,3,751
6111801,2008-05-30,28,7879.94,true,2008-06-02,PAC210775-0     ,24,2,752
5231753,2017-06-14,23,4600.99,false,2017-06-24,PAC8047963-0    ,7,2,753
6762258,2016-09-21,23,4708,true,2016-09-22,PAC6943727-3    ,65,3,824
5685871,2012-03-29,5 ,5679.85,true,2012-04-06,PAC91744-3      ,17,3,754
6277044,2000-02-18,26,2305.65,true,2000-02-26,PAC7905819-2    ,57,2,755
5172140,2012-12-16,22,3799,false,2012-12-17,PAC1168817-2    ,67,3,756
2842481,2000-10-14,19,6584.24,true,2000-10-24,PAC7370599-3    ,62,2,757
3335994,2018-07-10,6 ,5317.5,false,2018-07-12,PAC8173217-3    ,42,3,758
1477139,2000-10-13,24,6778.7,false,2000-10-15,PAC3301926-0    ,44,1,759
5334387,2017-07-18,30,5200,false,2017-07-22,PAC7847489-3    ,42,1,760
6478352,2012-11-17,4 ,3430.93,true,2012-11-25,PAC712847-0     ,43,3,761
1462501,2005-10-16,5 ,6858.64,false,2005-10-23,PAC1524820-0    ,44,1,762
3459711,2005-02-26,21,4200,false,2005-02-28,PAC483189-2     ,18,3,763
5803731,2006-06-30,21,4250,false,2006-07-03,PAC7620784-2    ,19,3,764
7146033,2014-03-27,9 ,5200,false,2014-03-30,PAC8261334-3    ,42,1,765
6943449,2014-02-23,26,2044.56,true,2014-02-23,PAC6762267-2    ,6,1,766
6791296,2007-06-05,18,4428.82,true,2007-06-14,PAC9432444-0    ,27,2,767
2149868,2006-08-19,15,6768.35,true,2006-08-25,PAC6440222-1    ,8,2,768
2686012,2017-02-21,10,3820.95,false,2017-02-27,PAC588952-1     ,51,3,769
7187578,2013-12-06,9 ,1924,false,2013-12-06,PAC8435905-2    ,63,2,770
6751436,2012-12-31,13,4579.49,true,2013-01-02,PAC1775224-3    ,7,1,771
6605087,2010-06-26,16,4589.25,true,2010-07-01,PAC1210249-1    ,30,2,772
4578037,2014-11-05,9 ,4831.83,false,2014-11-08,PAC8816301-0    ,59,1,773
2674197,2006-01-19,12,3852,true,2006-01-22,PAC1762263-1    ,64,3,774
5292229,2002-10-23,27,4379.56,true,2002-11-02,PAC4380245-0    ,61,2,775
4160912,2009-07-27,14,4775.29,false,2009-08-05,PAC8042434-3    ,56,1,776
1926527,2006-05-27,17,4595.61,true,2006-06-06,PAC7364666-1    ,7,1,777
2214446,2014-06-18,16,4752.76,false,2014-06-25,PAC1248001-2    ,56,2,778
6091007,2007-12-01,27,5523.62,true,2007-12-08,PAC9938320-3    ,17,3,779
4607594,2009-05-30,9 ,6134.96,true,2009-06-03,PAC2774304-1    ,1,1,780
5402187,2001-07-05,17,7907.68,true,2001-07-15,PAC5177718-2    ,22,3,781
4176801,2016-03-23,7 ,3500,false,2016-03-23,PAC2020950-1    ,2,3,782
3938629,2018-04-14,22,3199,false,2018-04-17,PAC1188351-0    ,43,2,783
2055683,2010-03-13,16,4460.53,false,2010-03-23,PAC8477038-1    ,27,2,784
4207952,2005-11-06,26,4981.41,false,2005-11-12,PAC5526926-2    ,25,3,785
3672680,2001-05-12,14,4662.94,false,2001-05-18,PAC1711352-1    ,23,1,786
6538834,2001-04-24,24,5613.65,true,2001-04-25,PAC4861759-0    ,17,1,787
4043884,2018-11-15,14,4026.94,false,2018-11-25,PAC5235791-1    ,29,2,788
7048304,2007-08-01,30,1924,true,2007-08-03,PAC7678098-2    ,63,1,2338
3446980,2001-07-27,10,6030.96,false,2001-08-01,PAC8620852-3    ,21,2,789
4251083,2010-03-26,13,4526.25,false,2010-04-03,PAC945183-2     ,19,3,790
1599106,2019-06-19,16,4958.5,true,2019-06-20,PAC4690379-1    ,11,2,791
4437498,2013-05-27,14,4982,true,2013-05-29,PAC9767186-2    ,11,3,792
4294654,2002-03-16,7 ,6395,true,2002-03-25,PAC6850308-1    ,44,1,793
5039118,2011-01-18,15,4177.99,false,2011-01-25,PAC2064974-0    ,28,3,794
3820920,2011-08-04,20,4547.24,false,2011-08-10,PAC554881-2     ,7,2,795
6427555,2015-12-14,28,5974.64,false,2015-12-22,PAC725747-0     ,50,2,796
4574012,2014-09-27,19,4536.49,true,2014-10-02,PAC7314870-3    ,7,1,797
2113844,2015-03-28,17,3632.68,false,2015-03-29,PAC4137677-2    ,66,2,798
5272209,2000-03-23,16,4640.95,true,2000-03-23,PAC2906246-1    ,38,2,799
3291924,2018-12-29,27,3962.36,false,2019-01-05,PAC7566045-0    ,29,3,800
5246931,2012-05-25,16,3385.58,false,2012-05-25,PAC2317339-3    ,55,3,801
3634245,2012-02-19,18,6537.44,true,2012-02-21,PAC6675812-0    ,62,2,802
2240360,2015-09-26,15,4594.76,false,2015-10-05,PAC2573915-0    ,38,1,803
6675691,2000-01-14,17,5745.59,false,2000-01-15,PAC6048989-1    ,46,2,804
2022811,2016-12-12,21,4504.99,true,2016-12-19,PAC9575863-3    ,56,3,805
4488404,2014-03-12,14,2066.99,false,2014-03-15,PAC8769692-1    ,6,1,897
6964456,2018-07-25,18,6698.76,false,2018-08-02,PAC607897-2     ,44,3,806
3983273,2008-02-20,26,6543.68,true,2008-02-29,PAC3018415-0    ,62,2,807
2709440,2001-03-01,29,3894.43,true,2001-03-02,PAC8219040-1    ,51,2,808
7225076,2001-08-05,27,4845.77,false,2001-08-10,PAC3120051-1    ,59,1,809
3026232,2001-09-21,24,4238.94,true,2001-09-21,PAC4764317-1    ,69,1,810
4208799,2007-03-31,6 ,2073.81,false,2007-04-05,PAC6410400-0    ,6,2,811
6158947,2019-05-16,27,4170.96,false,2019-05-24,PAC9703629-1    ,20,1,812
6786039,2016-02-22,21,4499,false,2016-02-27,PAC2235233-2    ,32,1,813
5862218,2013-08-15,28,2076.74,true,2013-08-23,PAC7685519-3    ,6,1,814
6192539,2009-07-25,22,3009,true,2009-08-04,PAC6962126-3    ,37,1,815
6058763,2001-09-30,15,4176.96,false,2001-10-08,PAC8525328-3    ,35,1,816
4841909,2015-12-25,6 ,3402.14,false,2016-01-02,PAC8547119-3    ,43,1,817
5514722,2006-11-18,14,6778.7,false,2006-11-23,PAC5070993-2    ,44,2,818
5465904,2018-03-23,1 ,3999,false,2018-03-26,PAC742054-1     ,60,3,819
1384208,2000-03-30,21,3799,false,2000-04-06,PAC5653036-0    ,67,3,820
5524611,2002-08-18,1 ,4250,true,2002-08-20,PAC4886449-2    ,19,1,821
1898603,2014-03-27,16,3174.5,true,2014-03-31,PAC7945989-1    ,37,1,822
3367016,2016-05-30,13,6282.44,false,2016-06-08,PAC1291412-2    ,1,2,823
6675832,2011-09-13,22,3999,false,2011-09-13,PAC2488226-0    ,60,2,825
6713954,2012-12-06,14,3963.34,false,2012-12-11,PAC3871844-2    ,58,2,826
3519090,2017-02-25,4 ,4288.93,true,2017-03-06,PAC9170417-1    ,69,3,827
3043936,2014-05-20,16,4218.95,true,2014-05-26,PAC7094513-0    ,20,2,828
4039624,2006-03-16,11,5300,true,2006-03-24,PAC3929359-2    ,42,3,829
2774572,2004-07-07,5 ,1984.13,false,2004-07-10,PAC2988167-0    ,63,1,830
4101862,2002-02-17,23,6842.65,false,2002-02-25,PAC9831795-2    ,44,1,831
4718559,2008-11-19,26,3154.94,true,2008-11-20,PAC3357398-0    ,37,2,832
2369958,2019-10-15,4 ,5089.01,false,2019-10-18,PAC39561-0      ,45,1,833
5276105,2006-05-14,30,6134.96,true,2006-05-22,PAC1928622-3    ,34,3,834
3430314,2000-08-22,4 ,5679.85,true,2000-08-28,PAC3174467-0    ,17,2,835
3886172,2007-04-22,2 ,3326.96,false,2007-04-28,PAC7013867-3    ,43,2,836
4889545,2014-12-15,19,3798,false,2014-12-17,PAC7778400-2    ,64,1,837
3795030,2004-04-04,4 ,2358.43,true,2004-04-13,PAC7934107-0    ,57,1,838
2380664,2003-01-11,29,4260.13,false,2003-01-19,PAC1033824-3    ,47,1,839
3440001,2005-02-09,12,4000.73,true,2005-02-10,PAC6873841-0    ,58,2,840
4526124,2010-09-04,19,5967.51,true,2010-09-14,PAC7798890-3    ,54,1,841
1798847,2001-07-14,21,4645.99,false,2001-07-20,PAC1537870-2    ,59,3,842
2032805,2002-01-28,24,4238.94,true,2002-02-03,PAC1341910-1    ,60,3,843
4821192,2002-02-26,21,4449.9,false,2002-03-01,PAC4629340-2    ,31,2,844
5670932,2014-03-01,14,4450.94,false,2014-03-02,PAC8424201-1    ,40,3,845
6848326,2001-08-01,29,2066.99,false,2001-08-11,PAC6787602-2    ,6,3,846
7207824,2015-09-22,6 ,5529.14,false,2015-09-25,PAC1928562-1    ,39,3,847
2067116,2019-02-23,16,6223.45,false,2019-02-24,PAC2286940-2    ,34,2,848
3764199,2015-09-23,25,6868.79,true,2015-10-02,PAC5040250-2    ,8,1,849
6246934,2005-08-08,6 ,3258.56,false,2005-08-12,PAC6777599-3    ,26,3,850
1938085,2017-11-12,20,4546.19,true,2017-11-14,PAC1947843-0    ,41,1,851
2571798,2004-01-14,13,8520,true,2004-01-15,PAC347985-0     ,14,2,852
6691508,2000-06-30,24,7842.94,true,2000-07-01,PAC805167-0     ,24,1,853
5234755,2006-03-12,5 ,8114.17,false,2006-03-20,PAC413254-2     ,53,2,854
6842234,2014-06-29,21,5800,true,2014-07-04,PAC4083572-2    ,13,3,855
2878673,2007-08-28,22,4449.9,true,2007-09-04,PAC2075448-2    ,31,3,856
2498103,2015-04-13,15,5222.5,true,2015-04-22,PAC554079-3     ,42,2,857
5472777,2014-07-06,1 ,3500,false,2014-07-09,PAC9927193-1    ,2,2,858
2845358,2016-09-24,16,4642,true,2016-10-01,PAC6131267-2    ,65,1,859
5936000,2019-02-02,11,5036.05,true,2019-02-08,PAC7318196-2    ,25,2,860
4493102,2008-01-10,30,6739.19,false,2008-01-10,PAC7463318-2    ,8,1,861
6317962,2012-10-17,24,8161.99,true,2012-10-17,PAC9731978-1    ,15,3,862
5607547,2008-09-01,16,2952.95,true,2008-09-06,PAC6289179-2    ,9,1,863
2676514,2004-05-30,18,4188.95,true,2004-06-09,PAC2720598-0    ,60,2,864
6478425,2006-05-22,4 ,4288.93,true,2006-05-31,PAC1055537-0    ,69,2,865
4136230,2018-06-26,29,6252.94,true,2018-07-02,PAC4586818-0    ,34,2,866
4409354,2018-07-20,10,4159.99,true,2018-07-23,PAC8838862-1    ,28,3,867
2687185,2012-05-23,29,4450.94,false,2012-05-31,PAC2903111-1    ,40,1,868
5821289,2012-10-17,5 ,5040.75,false,2012-10-18,PAC2613702-2    ,11,2,869
6556055,2001-02-08,8 ,4662.94,true,2001-02-13,PAC5201331-1    ,23,2,870
2808624,2009-05-14,3 ,3879.73,false,2009-05-16,PAC5465239-3    ,51,1,871
4199323,2011-05-07,16,5801.45,false,2011-05-08,PAC5030408-0    ,3,2,872
6412341,2009-08-07,19,7805.95,false,2009-08-10,PAC7822010-0    ,24,1,873
3619484,2003-01-12,21,4854.99,false,2003-01-12,PAC3390304-0    ,33,2,874
4833388,2006-09-24,7 ,3799,false,2006-09-30,PAC1121822-0    ,67,2,875
6679744,2014-02-08,7 ,3209.08,true,2014-02-17,PAC5139522-3    ,55,1,876
5698647,2017-06-04,15,3341.36,true,2017-06-04,PAC7378008-0    ,43,1,877
3691747,2001-01-27,29,4239.99,false,2001-02-03,PAC1548202-2    ,28,2,878
1172361,2016-01-21,21,5609.99,false,2016-01-23,PAC6908119-1    ,50,1,879
5121229,2007-07-23,3 ,4011.74,true,2007-07-31,PAC8803389-2    ,29,1,880
2706561,2005-02-06,30,8007.99,true,2005-02-09,PAC7018953-1    ,15,1,881
6935089,2010-03-02,6 ,5632.19,true,2010-03-03,PAC9080227-2    ,17,3,882
2525011,2000-03-07,8 ,4959.74,true,2000-03-11,PAC1089286-0    ,49,1,883
6864350,2010-11-08,6 ,4050.86,false,2010-11-17,PAC7594425-2    ,4,1,884
6130139,2000-01-09,9 ,3888.56,true,2000-01-15,PAC5284169-2    ,58,3,885
5357833,2003-06-13,27,4170.96,false,2003-06-21,PAC9538828-2    ,60,1,886
2444320,2009-10-16,1 ,7399,true,2009-10-25,PAC531582-3     ,24,1,887
6866332,2000-01-06,22,5375.99,true,2000-01-06,PAC6941354-1    ,48,3,888
1246462,2007-07-25,26,4213.91,false,2007-08-01,PAC7517203-2    ,47,2,889
4562000,2004-05-29,14,4238.94,true,2004-06-05,PAC300420-2     ,68,3,890
3442266,2018-11-08,2 ,6650.8,false,2018-11-18,PAC4471289-0    ,44,3,891
1140771,2014-11-08,11,4026.94,false,2014-11-17,PAC1777641-2    ,67,3,892
5234282,2017-11-21,27,4379.56,false,2017-11-22,PAC9584828-3    ,61,3,893
4832771,2016-06-28,18,4556.63,true,2016-06-29,PAC4781164-1    ,30,3,894
4323557,2012-09-18,30,6134.96,true,2012-09-25,PAC2318812-1    ,1,1,895
6742978,2018-12-30,6 ,4252.94,false,2019-01-05,PAC9389432-1    ,60,2,896
6949715,2004-12-05,20,3807,true,2004-12-09,PAC3284174-2    ,64,3,898
5709935,2003-06-18,16,4218.95,false,2003-06-21,PAC6748116-0    ,68,2,899
4209890,2007-10-05,3 ,4757.27,false,2007-10-13,PAC8168164-0    ,56,2,900
5431110,2016-12-13,2 ,4574.96,true,2016-12-21,PAC1469605-2    ,23,3,901
4220111,2002-12-10,17,6834.66,true,2002-12-20,PAC7433323-0    ,44,2,902
6185199,2012-01-03,14,6252.94,false,2012-01-11,PAC4698804-2    ,34,3,903
5787053,2015-03-23,7 ,4745,false,2015-03-31,PAC4817811-1    ,45,3,904
6324619,2017-05-06,22,3064,true,2017-05-12,PAC5759034-0    ,26,2,905
2342338,2016-05-03,27,7717.16,true,2016-05-10,PAC4739266-2    ,24,1,906
5818580,2008-07-14,18,5547.46,true,2008-07-15,PAC8614918-3    ,17,1,907
2548837,2019-06-18,19,4218.95,false,2019-06-27,PAC5162119-1    ,60,1,908
6690885,2015-03-12,28,3982.04,true,2015-03-17,PAC4582846-1    ,58,3,909
3611343,2005-05-11,12,5006.53,true,2005-05-11,PAC8724627-0    ,49,3,910
2818640,2013-12-10,18,3979.45,false,2013-12-18,PAC1872324-1    ,29,3,911
1211280,2014-01-16,3 ,5567.22,true,2014-01-22,PAC1163713-1    ,16,3,912
3179888,2007-09-16,15,4439.13,true,2007-09-19,PAC6918984-2    ,19,1,913
2927778,2016-08-09,30,3186.56,false,2016-08-16,PAC6052237-2    ,26,3,914
3116201,2000-07-03,16,2784.15,false,2000-07-03,PAC81169-3      ,52,2,968
5895783,2000-07-16,19,4240.03,true,2000-07-18,PAC2240700-0    ,47,3,915
6273327,2013-03-09,24,7842.94,false,2013-03-14,PAC9854248-1    ,22,1,916
2168680,2016-01-26,5 ,4772.52,false,2016-02-03,PAC5864723-1    ,31,3,917
3720513,2019-12-16,15,5071.04,true,2019-12-17,PAC9680059-3    ,33,1,918
5396896,2018-04-20,6 ,4573.04,false,2018-04-28,PAC1895450-0    ,7,3,919
2161283,2019-07-03,6 ,3722.25,true,2019-07-10,PAC1786775-3    ,2,2,920
5037972,2000-05-26,17,8085.8,false,2000-06-02,PAC7567700-1    ,53,3,921
7246407,2011-07-07,18,4866.67,false,2011-07-13,PAC1467196-3    ,59,2,922
1438554,2012-10-23,7 ,4745,true,2012-10-30,PAC7567768-0    ,45,2,923
6383954,2012-09-11,21,3799,false,2012-09-11,PAC4435713-0    ,67,2,924
2069936,2017-01-02,20,8142.74,true,2017-01-07,PAC2822418-3    ,15,2,925
2722756,2002-12-14,26,3533.45,false,2002-12-15,PAC2028678-3    ,36,3,926
3018905,2012-04-14,19,3876.06,false,2012-04-18,PAC4955617-2    ,51,1,927
5130549,2009-10-07,20,3701.25,false,2009-10-09,PAC6078006-2    ,2,2,928
2480700,2016-05-08,16,3944.65,true,2016-05-14,PAC1796373-1    ,58,3,929
5731844,2012-04-17,15,4385.86,true,2012-04-22,PAC7327853-0    ,40,1,930
3538702,2006-04-10,9 ,3820.95,false,2006-04-13,PAC7905586-2    ,51,1,931
1769703,2012-03-27,29,4238.94,false,2012-04-05,PAC9405689-3    ,60,2,932
2244774,2017-01-23,11,4481.67,true,2017-01-23,PAC1152319-1    ,27,2,933
1410635,2015-12-30,26,5346.3,true,2016-01-02,PAC8473089-3    ,10,3,934
3962687,2015-11-17,8 ,2797.34,false,2015-11-24,PAC7084099-3    ,52,1,935
1229180,2016-10-06,10,4397.11,false,2016-10-15,PAC8418269-3    ,27,1,936
3369203,2011-05-12,8 ,3710,false,2011-05-14,PAC1048030-3    ,2,3,937
5101538,2008-06-14,7 ,5899,true,2008-06-19,PAC3757187-3    ,1,2,938
5123036,2006-06-05,17,5995.68,true,2006-06-07,PAC2984377-0    ,50,2,939
